"Rotation","ABMI Site","Year","Field Date","Field Crew Member(s)","Quadrant","Survey","Survey Area","Time Searched","Microhabitat Type","Specimen Collected"
Rotation 1,1022,2011,11-Jun-11,NSP,SW,2,2X25,10,DM,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,NE,1,25X15,5,LS,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,NE,1,25X15,5,LH,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,NE,1,25X15,5,WMF,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,NE,1,25X15,5,WPW,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,NE,1,25X15,5,WDS,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,NE,1,25X15,5,WSB,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,NE,1,25X15,5,CL,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,NE,1,25X15,5,RR,NONE,
Rotation 1,1023,2011,12-Jun-11,NSP,NE,1,25X15,5,BC,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,NW,1,25X15,5,LS,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,NW,1,25X15,5,LH,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,NW,1,25X15,5,WPW,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,NW,1,25X15,5,WMF,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,NW,1,25X15,5,WSB,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,NW,1,25X15,5,WDS,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,NW,1,25X15,5,CL,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,NW,1,25X15,5,RR,NONE,
Rotation 1,1023,2011,12-Jun-11,NSP,NW,1,25X15,5,BC,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,SE,1,25X15,5,LH,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,SE,1,25X15,5,LS,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,SE,1,25X15,5,WSB,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,SE,1,25X15,5,WDS,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,SE,1,25X15,5,WPW,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,SE,1,25X15,5,WMF,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,SE,1,25X15,5,BC,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,SE,1,25X15,5,CL,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,SE,1,25X15,5,RR,NONE,
Rotation 1,1023,2011,12-Jun-11,NSP,SW,1,25X15,5,LH,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,SW,1,25X15,5,LS,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,SW,1,25X15,5,WDS,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,SW,1,25X15,5,WMF,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,SW,1,25X15,5,BC,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,SW,1,25X15,5,WPW,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,SW,1,25X15,5,WSB,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,SW,1,25X15,5,CL,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,SW,1,25X15,5,RR,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,NE,2,2X25,10,HB,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,NE,2,2X25,10,TD,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,NE,2,2X25,10,TC,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,NE,2,2X25,10,TS,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,NE,2,2X25,10,DC,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,NE,2,2X25,10,DM,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,NE,2,2X25,10,UO,NONE,
Rotation 1,1023,2011,12-Jun-11,NSP,NE,2,2X25,10,UC,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,NW,2,2X25,10,HB,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,NW,2,2X25,10,TS,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,NW,2,2X25,10,TC,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,NW,2,2X25,10,TD,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,NW,2,2X25,10,UC,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,NW,2,2X25,10,UO,C,
Rotation 1,1023,2011,12-Jun-11,NSP,NW,2,2X25,10,DC,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,NW,2,2X25,10,DM,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,SE,2,2X25,10,TD,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,SE,2,2X25,10,TC,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,SE,2,2X25,10,TS,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,SE,2,2X25,10,HB,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,SE,2,2X25,10,DC,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,SE,2,2X25,10,UO,C,
Rotation 1,1023,2011,12-Jun-11,NSP,SE,2,2X25,10,UC,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,SE,2,2X25,10,DM,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,SW,2,2X25,10,HB,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,SW,2,2X25,10,TD,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,SW,2,2X25,10,TC,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,SW,2,2X25,10,TS,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,SW,2,2X25,10,DM,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,SW,2,2X25,10,DC,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,SW,2,2X25,10,UC,VNA,
Rotation 1,1023,2011,12-Jun-11,NSP,SW,2,2X25,10,UO,NONE,
Rotation 1,1024,2011,13-Jun-11,NSP,NE,1,25X15,25,LS,C,
Rotation 1,1024,2011,13-Jun-11,NSP,NE,1,25X15,25,LH,C,
Rotation 1,1024,2011,13-Jun-11,NSP,NE,1,25X15,25,WMF,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,NE,1,25X15,25,WPW,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,NE,1,25X15,25,WDS,C,
Rotation 1,1024,2011,13-Jun-11,NSP,NE,1,25X15,25,WSB,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,NE,1,25X15,25,CL,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,NE,1,25X15,25,BC,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,NE,1,25X15,25,RR,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,NW,1,25X15,20,LS,C,
Rotation 1,1024,2011,13-Jun-11,NSP,NW,1,25X15,20,LH,C,
Rotation 1,1024,2011,13-Jun-11,NSP,NW,1,25X15,20,WMF,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,NW,1,25X15,20,WSB,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,NW,1,25X15,20,WDS,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,NW,1,25X15,20,WPW,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,NW,1,25X15,20,BC,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,NW,1,25X15,20,CL,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,NW,1,25X15,20,RR,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,SE,1,25X15,25,LS,C,
Rotation 1,1024,2011,13-Jun-11,NSP,SE,1,25X15,25,LH,C,
Rotation 1,1024,2011,13-Jun-11,NSP,SE,1,25X15,25,WMF,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,SE,1,25X15,25,WSB,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,SE,1,25X15,25,WDS,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,SE,1,25X15,25,WPW,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,SE,1,25X15,25,BC,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,SE,1,25X15,25,CL,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,SE,1,25X15,25,RR,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,SW,1,25X15,25,LS,C,
Rotation 1,1024,2011,13-Jun-11,NSP,SW,1,25X15,25,LH,C,
Rotation 1,1024,2011,13-Jun-11,NSP,SW,1,25X15,25,WSB,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,SW,1,25X15,25,RR,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,SW,1,25X15,25,WDS,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,SW,1,25X15,25,WPW,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,SW,1,25X15,25,WMF,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,SW,1,25X15,25,BC,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,SW,1,25X15,25,CL,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,NE,2,2X25,10,TC,C,
Rotation 1,1024,2011,13-Jun-11,NSP,NE,2,2X25,10,HB,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,NE,2,2X25,10,TS,C,
Rotation 1,1024,2011,13-Jun-11,NSP,NE,2,2X25,10,TD,C,
Rotation 1,1024,2011,13-Jun-11,NSP,NE,2,2X25,10,UC,C,
Rotation 1,1024,2011,13-Jun-11,NSP,NE,2,2X25,10,DM,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,NE,2,2X25,10,DC,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,NE,2,2X25,10,UO,C,
Rotation 1,1024,2011,13-Jun-11,NSP,NW,2,2X25,10,TS,C,
Rotation 1,1024,2011,13-Jun-11,NSP,NW,2,2X25,10,HB,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,NW,2,2X25,10,TD,C,
Rotation 1,1024,2011,13-Jun-11,NSP,NW,2,2X25,10,TC,C,
Rotation 1,1024,2011,13-Jun-11,NSP,NW,2,2X25,10,DM,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,NW,2,2X25,10,DC,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,NW,2,2X25,10,UO,C,
Rotation 1,1024,2011,13-Jun-11,NSP,NW,2,2X25,10,UC,C,
Rotation 1,1024,2011,13-Jun-11,NSP,SE,2,2X25,10,TS,C,
Rotation 1,1024,2011,13-Jun-11,NSP,SE,2,2X25,10,HB,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,SE,2,2X25,10,TD,C,
Rotation 1,1024,2011,13-Jun-11,NSP,SE,2,2X25,10,TC,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,SE,2,2X25,10,UC,C,
Rotation 1,1024,2011,13-Jun-11,NSP,SE,2,2X25,10,UO,C,
Rotation 1,1024,2011,13-Jun-11,NSP,SE,2,2X25,10,DC,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,SE,2,2X25,10,DM,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,SW,2,2X25,10,TS,C,
Rotation 1,1024,2011,13-Jun-11,NSP,SW,2,2X25,10,TC,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,SW,2,2X25,10,TD,NONE,
Rotation 1,1024,2011,13-Jun-11,NSP,SW,2,2X25,10,HB,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,SW,2,2X25,10,UO,C,
Rotation 1,1024,2011,13-Jun-11,NSP,SW,2,2X25,10,DM,VNA,
Rotation 1,1024,2011,13-Jun-11,NSP,SW,2,2X25,10,UC,C,
Rotation 1,1024,2011,13-Jun-11,NSP,SW,2,2X25,10,DC,VNA,
Rotation 1,1025,2017,30-May-17,NKO,NE,1,25X15,0,LH,VNA,
Rotation 1,1025,2017,30-May-17,NKO,NE,1,25X15,0,LS,VNA,
Rotation 1,1025,2017,30-May-17,NKO,NE,1,25X15,0,WDS,VNA,
Rotation 1,1025,2017,30-May-17,NKO,NE,1,25X15,0,WSB,VNA,
Rotation 1,1025,2017,30-May-17,NKO,NE,1,25X15,0,WMF,VNA,
Rotation 1,1025,2017,30-May-17,NKO,NE,1,25X15,0,WPW,VNA,
Rotation 1,1025,2017,30-May-17,NKO,NE,1,25X15,0,BC,VNA,
Rotation 1,1025,2017,30-May-17,NKO,NE,1,25X15,0,RR,VNA,
Rotation 1,1025,2017,30-May-17,NKO,NE,1,25X15,0,CL,VNA,
Rotation 1,1025,2017,30-May-17,NKO,NW,1,25X15,0,LH,VNA,
Rotation 1,1025,2017,30-May-17,NKO,NW,1,25X15,0,LS,VNA,
Rotation 1,1025,2017,30-May-17,NKO,NW,1,25X15,0,WMF,VNA,
Rotation 1,1025,2017,30-May-17,NKO,NW,1,25X15,0,WDS,VNA,
Rotation 1,1025,2017,30-May-17,NKO,NW,1,25X15,0,WPW,VNA,
Rotation 1,1025,2017,30-May-17,NKO,NW,1,25X15,0,WSB,VNA,
Rotation 1,1025,2017,30-May-17,NKO,NW,1,25X15,0,CL,VNA,
Rotation 1,1025,2017,30-May-17,NKO,NW,1,25X15,0,BC,VNA,
Rotation 1,1025,2017,30-May-17,NKO,NW,1,25X15,0,RR,VNA,
Rotation 1,1025,2017,30-May-17,NKO,SE,1,25X15,0,LS,VNA,
Rotation 1,1025,2017,30-May-17,NKO,SE,1,25X15,0,LH,VNA,
Rotation 1,1025,2017,30-May-17,NKO,SE,1,25X15,0,WPW,VNA,
Rotation 1,1025,2017,30-May-17,NKO,SE,1,25X15,0,WDS,VNA,
Rotation 1,1025,2017,30-May-17,NKO,SE,1,25X15,0,WMF,VNA,
Rotation 1,1025,2017,30-May-17,NKO,SE,1,25X15,0,WSB,VNA,
Rotation 1,1025,2017,30-May-17,NKO,SE,1,25X15,0,RR,VNA,
Rotation 1,1025,2017,30-May-17,NKO,SE,1,25X15,0,CL,VNA,
Rotation 1,1025,2017,30-May-17,NKO,SE,1,25X15,0,BC,VNA,
Rotation 1,1025,2017,30-May-17,NKO,SW,1,25X15,0,LH,VNA,
Rotation 1,1025,2017,30-May-17,NKO,SW,1,25X15,0,LS,VNA,
Rotation 1,1025,2017,30-May-17,NKO,SW,1,25X15,0,WDS,VNA,
Rotation 1,1025,2017,30-May-17,NKO,SW,1,25X15,0,WPW,VNA,
Rotation 1,1025,2017,30-May-17,NKO,SW,1,25X15,0,WSB,VNA,
Rotation 1,1025,2017,30-May-17,NKO,SW,1,25X15,0,WMF,VNA,
Rotation 1,1025,2017,30-May-17,NKO,SW,1,25X15,0,CL,VNA,
Rotation 1,1025,2017,30-May-17,NKO,SW,1,25X15,0,RR,VNA,
Rotation 1,1025,2017,30-May-17,NKO,SW,1,25X15,0,BC,VNA,
Rotation 1,1025,2017,30-May-17,NKO,NE,2,2X25,0,HB,VNA,
Rotation 1,1025,2017,30-May-17,NKO,NE,2,2X25,0,TS,VNA,
Rotation 1,1025,2017,30-May-17,NKO,NE,2,2X25,0,TC,VNA,
Rotation 1,1025,2017,30-May-17,NKO,NE,2,2X25,0,TD,VNA,
Rotation 1,1025,2017,30-May-17,NKO,NE,2,2X25,0,UO,VNA,
Rotation 1,1025,2017,30-May-17,NKO,NE,2,2X25,0,UC,VNA,
Rotation 1,1025,2017,30-May-17,NKO,NE,2,2X25,0,DC,VNA,
Rotation 1,1025,2017,30-May-17,NKO,NE,2,2X25,0,DM,VNA,
Rotation 1,1025,2017,30-May-17,NKO,NW,2,2X25,0,TC,VNA,
Rotation 1,1025,2017,30-May-17,NKO,NW,2,2X25,0,TS,VNA,
Rotation 1,1025,2017,30-May-17,NKO,NW,2,2X25,0,HB,VNA,
Rotation 1,1025,2017,30-May-17,NKO,NW,2,2X25,0,TD,VNA,
Rotation 1,1025,2017,30-May-17,NKO,NW,2,2X25,0,DC,VNA,
Rotation 1,1025,2017,30-May-17,NKO,NW,2,2X25,0,DM,VNA,
Rotation 1,1025,2017,30-May-17,NKO,NW,2,2X25,0,UC,VNA,
Rotation 1,1025,2017,30-May-17,NKO,NW,2,2X25,0,UO,VNA,
Rotation 1,1025,2017,30-May-17,NKO,SE,2,2X25,0,TD,VNA,
Rotation 1,1025,2017,30-May-17,NKO,SE,2,2X25,0,HB,VNA,
Rotation 1,1025,2017,30-May-17,NKO,SE,2,2X25,0,TS,VNA,
Rotation 1,1025,2017,30-May-17,NKO,SE,2,2X25,0,TC,VNA,
Rotation 1,1025,2017,30-May-17,NKO,SE,2,2X25,0,UO,VNA,
Rotation 1,1025,2017,30-May-17,NKO,SE,2,2X25,0,UC,VNA,
Rotation 1,1025,2017,30-May-17,NKO,SE,2,2X25,0,DM,VNA,
Rotation 1,1025,2017,30-May-17,NKO,SE,2,2X25,0,DC,VNA,
Rotation 1,1025,2017,30-May-17,NKO,SW,2,2X25,0,HB,VNA,
Rotation 1,1025,2017,30-May-17,NKO,SW,2,2X25,0,TD,VNA,
Rotation 1,1025,2017,30-May-17,NKO,SW,2,2X25,0,TC,VNA,
Rotation 1,1025,2017,30-May-17,NKO,SW,2,2X25,0,TS,VNA,
Rotation 1,1025,2017,30-May-17,NKO,SW,2,2X25,0,UC,VNA,
Rotation 1,1025,2017,30-May-17,NKO,SW,2,2X25,0,DM,VNA,
Rotation 1,1025,2017,30-May-17,NKO,SW,2,2X25,0,DC,VNA,
Rotation 1,1025,2017,30-May-17,NKO,SW,2,2X25,0,UO,VNA,
Rotation 1,1026,2017,27-May-17,NKO,NE,1,25X15,10,LS,VNA,
Rotation 1,1026,2017,27-May-17,NKO,NE,1,25X15,10,LH,C,
Rotation 1,1026,2017,27-May-17,NKO,NE,1,25X15,10,WDS,VNA,
Rotation 1,1026,2017,27-May-17,NKO,NE,1,25X15,10,WSB,VNA,
Rotation 1,1026,2017,27-May-17,NKO,NE,1,25X15,10,WPW,VNA,
Rotation 1,1026,2017,27-May-17,NKO,NE,1,25X15,10,WMF,VNA,
Rotation 1,1026,2017,27-May-17,NKO,NE,1,25X15,10,RR,None,
Rotation 1,1026,2017,27-May-17,NKO,NE,1,25X15,10,BC,VNA,
Rotation 1,1026,2017,27-May-17,NKO,NE,1,25X15,10,CL,VNA,
Rotation 1,1026,2017,27-May-17,NKO,NW,1,25X15,10,LS,VNA,
Rotation 1,1026,2017,27-May-17,NKO,NW,1,25X15,10,LH,None,
Rotation 1,1026,2017,27-May-17,NKO,NW,1,25X15,10,WMF,VNA,
Rotation 1,1026,2017,27-May-17,NKO,NW,1,25X15,10,WSB,VNA,
Rotation 1,1026,2017,27-May-17,NKO,NW,1,25X15,10,WPW,VNA,
Rotation 1,1026,2017,27-May-17,NKO,NW,1,25X15,10,WDS,VNA,
Rotation 1,1026,2017,27-May-17,NKO,NW,1,25X15,10,CL,VNA,
Rotation 1,1026,2017,27-May-17,NKO,NW,1,25X15,10,RR,None,
Rotation 1,1026,2017,27-May-17,NKO,NW,1,25X15,10,BC,VNA,
Rotation 1,1026,2017,27-May-17,NKO,SE,1,25X15,10,LH,None,
Rotation 1,1026,2017,27-May-17,NKO,SE,1,25X15,10,LS,VNA,
Rotation 1,1026,2017,27-May-17,NKO,SE,1,25X15,10,WPW,VNA,
Rotation 1,1026,2017,27-May-17,NKO,SE,1,25X15,10,WMF,VNA,
Rotation 1,1026,2017,27-May-17,NKO,SE,1,25X15,10,WSB,VNA,
Rotation 1,1026,2017,27-May-17,NKO,SE,1,25X15,10,WDS,VNA,
Rotation 1,1026,2017,27-May-17,NKO,SE,1,25X15,10,RR,None,
Rotation 1,1026,2017,27-May-17,NKO,SE,1,25X15,10,BC,VNA,
Rotation 1,1026,2017,27-May-17,NKO,SE,1,25X15,10,CL,VNA,
Rotation 1,1026,2017,27-May-17,NKO,SW,1,25X15,10,LH,None,
Rotation 1,1026,2017,27-May-17,NKO,SW,1,25X15,10,LS,VNA,
Rotation 1,1026,2017,27-May-17,NKO,SW,1,25X15,10,WMF,VNA,
Rotation 1,1026,2017,27-May-17,NKO,SW,1,25X15,10,WPW,VNA,
Rotation 1,1026,2017,27-May-17,NKO,SW,1,25X15,10,WDS,VNA,
Rotation 1,1026,2017,27-May-17,NKO,SW,1,25X15,10,WSB,VNA,
Rotation 1,1026,2017,27-May-17,NKO,SW,1,25X15,10,RR,None,
Rotation 1,1026,2017,27-May-17,NKO,SW,1,25X15,10,CL,VNA,
Rotation 1,1026,2017,27-May-17,NKO,SW,1,25X15,10,BC,VNA,
Rotation 1,1026,2017,27-May-17,NKO,NE,2,2X25,10,TS,None,
Rotation 1,1026,2017,27-May-17,NKO,NE,2,2X25,10,TD,VNA,
Rotation 1,1026,2017,27-May-17,NKO,NE,2,2X25,10,HB,VNA,
Rotation 1,1026,2017,27-May-17,NKO,NE,2,2X25,10,TC,VNA,
Rotation 1,1026,2017,27-May-17,NKO,NE,2,2X25,10,UC,VNA,
Rotation 1,1026,2017,27-May-17,NKO,NE,2,2X25,10,UO,C,
Rotation 1,1026,2017,27-May-17,NKO,NE,2,2X25,10,DC,C,
Rotation 1,1026,2017,27-May-17,NKO,NE,2,2X25,10,DM,VNA,
Rotation 1,1026,2017,27-May-17,NKO,NW,2,2X25,10,TS,None,
Rotation 1,1026,2017,27-May-17,NKO,NW,2,2X25,10,TD,VNA,
Rotation 1,1026,2017,27-May-17,NKO,NW,2,2X25,10,TC,VNA,
Rotation 1,1026,2017,27-May-17,NKO,NW,2,2X25,10,HB,VNA,
Rotation 1,1026,2017,27-May-17,NKO,NW,2,2X25,10,DC,C,
Rotation 1,1026,2017,27-May-17,NKO,NW,2,2X25,10,UC,VNA,
Rotation 1,1026,2017,27-May-17,NKO,NW,2,2X25,10,UO,C,
Rotation 1,1026,2017,27-May-17,NKO,NW,2,2X25,10,DM,VNA,
Rotation 1,1026,2017,27-May-17,NKO,SE,2,2X25,10,HB,None,
Rotation 1,1026,2017,27-May-17,NKO,SE,2,2X25,10,TC,VNA,
Rotation 1,1026,2017,27-May-17,NKO,SE,2,2X25,10,TS,None,
Rotation 1,1026,2017,27-May-17,NKO,SE,2,2X25,10,TD,VNA,
Rotation 1,1026,2017,27-May-17,NKO,SE,2,2X25,10,DM,VNA,
Rotation 1,1026,2017,27-May-17,NKO,SE,2,2X25,10,DC,C,
Rotation 1,1026,2017,27-May-17,NKO,SE,2,2X25,10,UO,VNA,
Rotation 1,1026,2017,27-May-17,NKO,SE,2,2X25,10,UC,VNA,
Rotation 1,1026,2017,27-May-17,NKO,SW,2,2X25,10,TC,VNA,
Rotation 1,1026,2017,27-May-17,NKO,SW,2,2X25,10,TS,None,
Rotation 1,1026,2017,27-May-17,NKO,SW,2,2X25,10,HB,VNA,
Rotation 1,1026,2017,27-May-17,NKO,SW,2,2X25,10,TD,VNA,
Rotation 1,1026,2017,27-May-17,NKO,SW,2,2X25,10,UC,VNA,
Rotation 1,1026,2017,27-May-17,NKO,SW,2,2X25,10,DM,VNA,
Rotation 1,1026,2017,27-May-17,NKO,SW,2,2X25,10,DC,None,
Rotation 1,1026,2017,27-May-17,NKO,SW,2,2X25,10,UO,VNA,
Rotation 1,1027,2017,28-May-17,NKO,NE,1,25X15,10,LH,VNA,
Rotation 1,1027,2017,28-May-17,NKO,NE,1,25X15,10,LS,VNA,
Rotation 1,1027,2017,28-May-17,NKO,NE,1,25X15,10,WSB,VNA,
Rotation 1,1027,2017,28-May-17,NKO,NE,1,25X15,10,WMF,VNA,
Rotation 1,1027,2017,28-May-17,NKO,NE,1,25X15,10,WDS,VNA,
Rotation 1,1027,2017,28-May-17,NKO,NE,1,25X15,10,WPW,VNA,
Rotation 1,1027,2017,28-May-17,NKO,NE,1,25X15,10,CL,VNA,
Rotation 1,1027,2017,28-May-17,NKO,NE,1,25X15,10,BC,VNA,
Rotation 1,1027,2017,28-May-17,NKO,NE,1,25X15,10,RR,None,
Rotation 1,1027,2017,28-May-17,NKO,NW,1,25X15,10,LH,VNA,
Rotation 1,1027,2017,28-May-17,NKO,NW,1,25X15,10,WDS,VNA,
Rotation 1,1027,2017,28-May-17,NKO,NW,1,25X15,10,LS,VNA,
Rotation 1,1027,2017,28-May-17,NKO,NW,1,25X15,10,WPW,VNA,
Rotation 1,1027,2017,28-May-17,NKO,NW,1,25X15,10,WMF,VNA,
Rotation 1,1027,2017,28-May-17,NKO,NW,1,25X15,10,WSB,VNA,
Rotation 1,1027,2017,28-May-17,NKO,NW,1,25X15,10,CL,VNA,
Rotation 1,1027,2017,28-May-17,NKO,NW,1,25X15,10,RR,None,
Rotation 1,1027,2017,28-May-17,NKO,NW,1,25X15,10,BC,VNA,
Rotation 1,1027,2017,28-May-17,NKO,SE,1,25X15,10,LS,VNA,
Rotation 1,1027,2017,28-May-17,NKO,SE,1,25X15,10,LH,None,
Rotation 1,1027,2017,28-May-17,NKO,SE,1,25X15,10,WDS,None,
Rotation 1,1027,2017,28-May-17,NKO,SE,1,25X15,10,WSB,VNA,
Rotation 1,1027,2017,28-May-17,NKO,SE,1,25X15,10,WMF,VNA,
Rotation 1,1027,2017,28-May-17,NKO,SE,1,25X15,10,WPW,VNA,
Rotation 1,1027,2017,28-May-17,NKO,SE,1,25X15,10,CL,VNA,
Rotation 1,1027,2017,28-May-17,NKO,SE,1,25X15,10,BC,VNA,
Rotation 1,1027,2017,28-May-17,NKO,SE,1,25X15,10,RR,None,
Rotation 1,1027,2017,28-May-17,NKO,SW,1,25X15,10,LS,VNA,
Rotation 1,1027,2017,28-May-17,NKO,SW,1,25X15,10,LH,VNA,
Rotation 1,1027,2017,28-May-17,NKO,SW,1,25X15,10,WPW,VNA,
Rotation 1,1027,2017,28-May-17,NKO,SW,1,25X15,10,WSB,VNA,
Rotation 1,1027,2017,28-May-17,NKO,SW,1,25X15,10,WDS,VNA,
Rotation 1,1027,2017,28-May-17,NKO,SW,1,25X15,10,WMF,VNA,
Rotation 1,1027,2017,28-May-17,NKO,SW,1,25X15,10,CL,VNA,
Rotation 1,1027,2017,28-May-17,NKO,SW,1,25X15,10,RR,None,
Rotation 1,1027,2017,28-May-17,NKO,SW,1,25X15,10,BC,VNA,
Rotation 1,1027,2017,28-May-17,NKO,NE,2,2X25,10,TC,VNA,
Rotation 1,1027,2017,28-May-17,NKO,NE,2,2X25,10,TD,VNA,
Rotation 1,1027,2017,28-May-17,NKO,NE,2,2X25,10,TS,VNA,
Rotation 1,1027,2017,28-May-17,NKO,NE,2,2X25,10,HB,VNA,
Rotation 1,1027,2017,28-May-17,NKO,NE,2,2X25,10,UC,VNA,
Rotation 1,1027,2017,28-May-17,NKO,NE,2,2X25,10,UO,VNA,
Rotation 1,1027,2017,28-May-17,NKO,NE,2,2X25,10,DC,C,
Rotation 1,1027,2017,28-May-17,NKO,NE,2,2X25,10,DM,VNA,
Rotation 1,1027,2017,28-May-17,NKO,NW,2,2X25,10,HB,VNA,
Rotation 1,1027,2017,28-May-17,NKO,NW,2,2X25,10,TS,VNA,
Rotation 1,1027,2017,28-May-17,NKO,NW,2,2X25,10,TC,VNA,
Rotation 1,1027,2017,28-May-17,NKO,NW,2,2X25,10,TD,VNA,
Rotation 1,1027,2017,28-May-17,NKO,NW,2,2X25,10,UC,VNA,
Rotation 1,1027,2017,28-May-17,NKO,NW,2,2X25,10,DM,VNA,
Rotation 1,1027,2017,28-May-17,NKO,NW,2,2X25,10,DC,C,
Rotation 1,1027,2017,28-May-17,NKO,NW,2,2X25,10,UO,VNA,
