abmi_site,year,scientific_name,taxonomic_resolution,common_name,scientific_name_clean,latitude,longitude
1423,2018,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,51.595943,-115.682678
1423,2018,Syntrichia ruralis,Species,Hairy Screw Moss,Syntrichia ruralis,51.595943,-115.682678
1423,2018,Hypnum revolutum,Species,VNA,Hypnum revolutum,51.595943,-115.682678
1423,2018,Syntrichia ruralis,Species,Hairy Screw Moss,Syntrichia ruralis,51.595943,-115.682678
1423,2018,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,51.595943,-115.682678
1423,2018,Encalypta alpina,Species,Confused Bell Hat,Encalypta alpina,51.595943,-115.682678
1423,2018,Pseudoleskea radicosa,Species,VNA,Pseudoleskea radicosa,51.595943,-115.682678
1423,2018,Barbula convoluta,Species,Bird's Claw Screw Moss,Barbula convoluta,51.595943,-115.682678
1423,2018,Leptobryum pyriforme,Species,Golden Thread-moss,Leptobryum pyriforme,51.595943,-115.682678
1423,2018,Encalypta rhaptocarpa,Species,Striate-fruited Extinguisher Moss,Encalypta rhaptocarpa,51.595943,-115.682678
1423,2018,Syntrichia ruralis,Species,Hairy Screw Moss,Syntrichia ruralis,51.595943,-115.682678
1423,2018,Syntrichia ruralis,Species,Hairy Screw Moss,Syntrichia ruralis,51.595943,-115.682678
1423,2018,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,51.595943,-115.682678
1423,2018,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,51.595943,-115.682678
1423,2018,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,51.595943,-115.682678
1423,2018,Syntrichia ruralis,Species,Hairy Screw Moss,Syntrichia ruralis,51.595943,-115.682678
1423,2018,Ditrichum flexicaule,Species,Slender-stemmed Hair Moss,Ditrichum flexicaule,51.595943,-115.682678
1423,2018,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,51.595943,-115.682678
1423,2018,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,51.595943,-115.682678
1423,2018,Hylocomium splendens,Species,Stair-step Moss,Hylocomium splendens,51.595943,-115.682678
1423,2018,Barbula convoluta,Species,Bird's Claw Screw Moss,Barbula convoluta,51.595943,-115.682678
1423,2018,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,51.595943,-115.682678
1423,2018,Barbula convoluta,Species,Bird's Claw Screw Moss,Barbula convoluta,51.595943,-115.682678
1423,2018,Hypnum revolutum,Species,VNA,Hypnum revolutum,51.595943,-115.682678
1423,2018,Syntrichia ruralis,Species,Hairy Screw Moss,Syntrichia ruralis,51.595943,-115.682678
1423,2018,Dicranum groenlandicum,Species,Greenland Broom Moss,Dicranum groenlandicum,51.595943,-115.682678
1423,2018,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,51.595943,-115.682678
1423,2018,Syntrichia ruralis,Species,Hairy Screw Moss,Syntrichia ruralis,51.595943,-115.682678
1423,2018,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,51.595943,-115.682678
1423,2018,Leptobryum pyriforme,Species,Golden Thread-moss,Leptobryum pyriforme,51.595943,-115.682678
1423,2018,Polytrichum juniperinum,Species,Juniper Haircap Moss,Polytrichum juniperinum,51.595943,-115.682678
1423,2018,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,51.595943,-115.682678
1423,2018,Ditrichum flexicaule,Species,Slender-stemmed Hair Moss,Ditrichum flexicaule,51.595943,-115.682678
1423,2018,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,51.595943,-115.682678
1423,2018,Syntrichia ruralis,Species,Hairy Screw Moss,Syntrichia ruralis,51.595943,-115.682678
1423,2018,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,51.595943,-115.682678
1423,2018,Barbula convoluta,Species,Bird's Claw Screw Moss,Barbula convoluta,51.595943,-115.682678
1423,2018,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,51.595943,-115.682678
1423,2018,Distichium capillaceum,Species,VNA,Distichium capillaceum,51.595943,-115.682678
1423,2018,Hylocomium splendens,Species,Stair-step Moss,Hylocomium splendens,51.595943,-115.682678
1423,2018,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,51.595943,-115.682678
1423,2018,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,51.595943,-115.682678
1423,2018,Dicranum spadiceum,Species,Cushion Moss,Dicranum spadiceum,51.595943,-115.682678
1423,2018,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,51.595943,-115.682678
1423,2018,Hylocomium splendens,Species,Stair-step Moss,Hylocomium splendens,51.595943,-115.682678
1423,2018,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,51.595943,-115.682678
1423,2018,Hypnum revolutum,Species,VNA,Hypnum revolutum,51.595943,-115.682678
1423,2018,Orthotrichum pellucidum,Species,VNA,Orthotrichum pellucidum,51.595943,-115.682678
1423,2018,Syntrichia ruralis,Species,Hairy Screw Moss,Syntrichia ruralis,51.595943,-115.682678
1423,2018,Tortella fragilis,Species,Fragile Screw Moss,Tortella fragilis,51.595943,-115.682678
1423,2018,Syntrichia ruralis,Species,Hairy Screw Moss,Syntrichia ruralis,51.595943,-115.682678
1423,2018,Orthotrichum pellucidum,Species,VNA,Orthotrichum pellucidum,51.595943,-115.682678
1423,2018,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,51.595943,-115.682678
1423,2018,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,51.595943,-115.682678
1423,2018,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,51.595943,-115.682678
1423,2018,Ditrichum flexicaule,Species,Slender-stemmed Hair Moss,Ditrichum flexicaule,51.595943,-115.682678
1423,2018,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,51.595943,-115.682678
1423,2018,Barbula convoluta,Species,Bird's Claw Screw Moss,Barbula convoluta,51.595943,-115.682678
1423,2018,Syntrichia ruralis,Species,Hairy Screw Moss,Syntrichia ruralis,51.595943,-115.682678
1423,2018,Hypnum revolutum,Species,VNA,Hypnum revolutum,51.595943,-115.682678
1423,2018,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,51.595943,-115.682678
1423,2018,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,51.595943,-115.682678
1423,2018,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,51.595943,-115.682678
1423,2018,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,51.595943,-115.682678
1423,2018,Ditrichum flexicaule,Species,Slender-stemmed Hair Moss,Ditrichum flexicaule,51.595943,-115.682678
1423,2018,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,51.595943,-115.682678
1423,2018,Barbula convoluta,Species,Bird's Claw Screw Moss,Barbula convoluta,51.595943,-115.682678
1423,2018,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,51.595943,-115.682678
1423,2018,Ditrichum flexicaule,Species,Slender-stemmed Hair Moss,Ditrichum flexicaule,51.595943,-115.682678
1423,2018,Encalypta rhaptocarpa,Species,Striate-fruited Extinguisher Moss,Encalypta rhaptocarpa,51.595943,-115.682678
1423,2018,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,51.595943,-115.682678
1423,2018,Ditrichum flexicaule,Species,Slender-stemmed Hair Moss,Ditrichum flexicaule,51.595943,-115.682678
1423,2018,Barbula convoluta,Species,Bird's Claw Screw Moss,Barbula convoluta,51.595943,-115.682678
1423,2018,Ditrichum flexicaule,Species,Slender-stemmed Hair Moss,Ditrichum flexicaule,51.595943,-115.682678
1423,2018,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,51.595943,-115.682678
1423,2018,Tortella fragilis,Species,Fragile Screw Moss,Tortella fragilis,51.595943,-115.682678
1423,2018,Barbula unguiculata,Species,Bird's Claw Beard Moss,Barbula unguiculata,51.595943,-115.682678
1444,2018,Lophozia ventricosa,Species,Tumid Notchwort,Lophozia ventricosa,51.400162,-116.07901
1444,2018,Barbilophozia hatcheri,Species,VNA,Barbilophozia hatcheri,51.400162,-116.07901
1444,2018,Pohlia nutans,Species,Common Hair-cap,Pohlia nutans,51.400162,-116.07901
1444,2018,Pleurozium schreberi,Species,Red-stemmed Feather-moss,Pleurozium schreberi,51.400162,-116.07901
1444,2018,Sanionia uncinata,Species,Sickle-leaved Hook-moss,Sanionia uncinata,51.400162,-116.07901
1444,2018,Barbilophozia hatcheri,Species,VNA,Barbilophozia hatcheri,51.400162,-116.07901
1444,2018,Dicranum fuscescens,Species,Greenland curved-tail moss,Dicranum fuscescens,51.400162,-116.07901
1444,2018,Pohlia nutans,Species,Common Hair-cap,Pohlia nutans,51.400162,-116.07901
1444,2018,Barbilophozia hatcheri,Species,VNA,Barbilophozia hatcheri,51.400162,-116.07901
1444,2018,Platydictya jungermannioides,Species,Spruce's Leskea,Platydictya jungermannioides,51.400162,-116.07901
1444,2018,Barbilophozia hatcheri,Species,VNA,Barbilophozia hatcheri,51.400162,-116.07901
1444,2018,Pohlia nutans,Species,Common Hair-cap,Pohlia nutans,51.400162,-116.07901
1444,2018,Dicranum fragilifolium,Species,Fuscous Moss,Dicranum fragilifolium,51.400162,-116.07901
1444,2018,Barbilophozia hatcheri,Species,VNA,Barbilophozia hatcheri,51.400162,-116.07901
1444,2018,Barbilophozia lycopodioides,Species,VNA,Barbilophozia lycopodioides,51.400162,-116.07901
1444,2018,Barbilophozia hatcheri,Species,VNA,Barbilophozia hatcheri,51.400162,-116.07901
1444,2018,Pohlia nutans,Species,Common Hair-cap,Pohlia nutans,51.400162,-116.07901
1444,2018,Encalypta alpina,Species,Confused Bell Hat,Encalypta alpina,51.400162,-116.07901
1444,2018,Pohlia nutans,Species,Common Hair-cap,Pohlia nutans,51.400162,-116.07901
1444,2018,Barbilophozia hatcheri,Species,VNA,Barbilophozia hatcheri,51.400162,-116.07901
1444,2018,Pleurozium schreberi,Species,Red-stemmed Feather-moss,Pleurozium schreberi,51.400162,-116.07901
1444,2018,Syntrichia norvegica,Species,VNA,Syntrichia norvegica,51.400162,-116.07901
1444,2018,Barbula convoluta,Species,Bird's Claw Screw Moss,Barbula convoluta,51.400162,-116.07901
1444,2018,Encalypta alpina,Species,Confused Bell Hat,Encalypta alpina,51.400162,-116.07901
1444,2018,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,51.400162,-116.07901
1444,2018,Encalypta procera,Species,Blunt Extinguisher Moss,Encalypta procera,51.400162,-116.07901
1444,2018,Syntrichia norvegica,Species,VNA,Syntrichia norvegica,51.400162,-116.07901
1444,2018,Eurhynchiastrum pulchellum,Species,Cord Moss,Eurhynchiastrum pulchellum,51.400162,-116.07901
1444,2018,Encalypta procera,Species,Blunt Extinguisher Moss,Encalypta procera,51.400162,-116.07901
1444,2018,Syntrichia ruralis,Species,Hairy Screw Moss,Syntrichia ruralis,51.400162,-116.07901
1444,2018,Eurhynchiastrum pulchellum,Species,Cord Moss,Eurhynchiastrum pulchellum,51.400162,-116.07901
1444,2018,Pseudoleskea radicosa,Species,VNA,Pseudoleskea radicosa,51.400162,-116.07901
1444,2018,Ditrichum flexicaule,Species,Slender-stemmed Hair Moss,Ditrichum flexicaule,51.400162,-116.07901
1444,2018,Distichium capillaceum,Species,VNA,Distichium capillaceum,51.400162,-116.07901
1444,2018,Eurhynchiastrum pulchellum,Species,Cord Moss,Eurhynchiastrum pulchellum,51.400162,-116.07901
1444,2018,Barbilophozia lycopodioides,Species,VNA,Barbilophozia lycopodioides,51.400162,-116.07901
1444,2018,Syntrichia norvegica,Species,VNA,Syntrichia norvegica,51.400162,-116.07901
1444,2018,Pseudoleskea radicosa,Species,VNA,Pseudoleskea radicosa,51.400162,-116.07901
1444,2018,Barbilophozia hatcheri,Species,VNA,Barbilophozia hatcheri,51.400162,-116.07901
1444,2018,Syntrichia norvegica,Species,VNA,Syntrichia norvegica,51.400162,-116.07901
1444,2018,Eurhynchiastrum pulchellum,Species,Cord Moss,Eurhynchiastrum pulchellum,51.400162,-116.07901
1444,2018,Barbilophozia lycopodioides,Species,VNA,Barbilophozia lycopodioides,51.400162,-116.07901
1444,2018,Barbula convoluta,Species,Bird's Claw Screw Moss,Barbula convoluta,51.400162,-116.07901
1444,2018,Eurhynchiastrum pulchellum,Species,Cord Moss,Eurhynchiastrum pulchellum,51.400162,-116.07901
1444,2018,Distichium capillaceum,Species,VNA,Distichium capillaceum,51.400162,-116.07901
1444,2018,Pseudoleskea radicosa,Species,VNA,Pseudoleskea radicosa,51.400162,-116.07901
1444,2018,Distichium capillaceum,Species,VNA,Distichium capillaceum,51.400162,-116.07901
1444,2018,Ditrichum flexicaule,Species,Slender-stemmed Hair Moss,Ditrichum flexicaule,51.400162,-116.07901
1444,2018,Eurhynchiastrum pulchellum,Species,Cord Moss,Eurhynchiastrum pulchellum,51.400162,-116.07901
1444,2018,Eurhynchiastrum pulchellum,Species,Cord Moss,Eurhynchiastrum pulchellum,51.400162,-116.07901
1444,2018,Ditrichum flexicaule,Species,Slender-stemmed Hair Moss,Ditrichum flexicaule,51.400162,-116.07901
1444,2018,Pseudoleskea radicosa,Species,VNA,Pseudoleskea radicosa,51.400162,-116.07901
1444,2018,Barbilophozia lycopodioides,Species,VNA,Barbilophozia lycopodioides,51.400162,-116.07901
1444,2018,Syntrichia norvegica,Species,VNA,Syntrichia norvegica,51.400162,-116.07901
1444,2018,Syntrichia norvegica,Species,VNA,Syntrichia norvegica,51.400162,-116.07901
1444,2018,Barbilophozia lycopodioides,Species,VNA,Barbilophozia lycopodioides,51.400162,-116.07901
1444,2018,Eurhynchiastrum pulchellum,Species,Cord Moss,Eurhynchiastrum pulchellum,51.400162,-116.07901
1444,2018,Syntrichia ruralis,Species,Hairy Screw Moss,Syntrichia ruralis,51.400162,-116.07901
1444,2018,Barbilophozia hatcheri,Species,VNA,Barbilophozia hatcheri,51.400162,-116.07901
1444,2018,Barbilophozia lycopodioides,Species,VNA,Barbilophozia lycopodioides,51.400162,-116.07901
1444,2018,Lophozia ventricosa,Species,Tumid Notchwort,Lophozia ventricosa,51.400162,-116.07901
1444,2018,Bryoerythrophyllum recurvirostrum,Species,Red Beard Moss,Bryoerythrophyllum recurvirostrum,51.400162,-116.07901
1444,2018,Polytrichum juniperinum,Species,Juniper Haircap Moss,Polytrichum juniperinum,51.400162,-116.07901
1444,2018,Syntrichia norvegica,Species,VNA,Syntrichia norvegica,51.400162,-116.07901
1444,2018,Barbilophozia hatcheri,Species,VNA,Barbilophozia hatcheri,51.400162,-116.07901
1444,2018,Dicranum brevifolium,Species,Cushion Moss,Dicranum brevifolium,51.400162,-116.07901
1444,2018,Barbilophozia hatcheri,Species,VNA,Barbilophozia hatcheri,51.400162,-116.07901
1444,2018,Eurhynchiastrum pulchellum,Species,Cord Moss,Eurhynchiastrum pulchellum,51.400162,-116.07901
1444,2018,Pohlia nutans,Species,Common Hair-cap,Pohlia nutans,51.400162,-116.07901
1444,2018,Eurhynchiastrum pulchellum,Species,Cord Moss,Eurhynchiastrum pulchellum,51.400162,-116.07901
1444,2018,Dicranum scoparium,Species,Wavy Dicranum,Dicranum scoparium,51.400162,-116.07901
1444,2018,Distichium capillaceum,Species,VNA,Distichium capillaceum,51.400162,-116.07901
1444,2018,Platydictya jungermannioides,Species,Spruce's Leskea,Platydictya jungermannioides,51.400162,-116.07901
1444,2018,Barbilophozia hatcheri,Species,VNA,Barbilophozia hatcheri,51.400162,-116.07901
1444,2018,Syntrichia norvegica,Species,VNA,Syntrichia norvegica,51.400162,-116.07901
1444,2018,Tortella tortuosa,Species,Twisted Moss,Tortella tortuosa,51.400162,-116.07901
1444,2018,Syntrichia norvegica,Species,VNA,Syntrichia norvegica,51.400162,-116.07901
1444,2018,Eurhynchiastrum pulchellum,Species,Cord Moss,Eurhynchiastrum pulchellum,51.400162,-116.07901
1444,2018,Eurhynchiastrum pulchellum,Species,Cord Moss,Eurhynchiastrum pulchellum,51.400162,-116.07901
1444,2018,Pohlia nutans,Species,Common Hair-cap,Pohlia nutans,51.400162,-116.07901
1444,2018,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,51.400162,-116.07901
1444,2018,Dicranoweisia crispula,Species,Curly-leaved Weissia,Dicranoweisia crispula,51.400162,-116.07901
1444,2018,Distichium capillaceum,Species,VNA,Distichium capillaceum,51.400162,-116.07901
1444,2018,Eurhynchiastrum pulchellum,Species,Cord Moss,Eurhynchiastrum pulchellum,51.400162,-116.07901
1444,2018,Platydictya jungermannioides,Species,Spruce's Leskea,Platydictya jungermannioides,51.400162,-116.07901
1444,2018,Ceratodon purpureus,Species,Purple Moss,Ceratodon purpureus,51.400162,-116.07901
1444,2018,Sanionia uncinata,Species,Sickle-leaved Hook-moss,Sanionia uncinata,51.400162,-116.07901
1444,2018,Syntrichia ruralis,Species,Hairy Screw Moss,Syntrichia ruralis,51.400162,-116.07901
1444,2018,Ditrichum flexicaule,Species,Slender-stemmed Hair Moss,Ditrichum flexicaule,51.400162,-116.07901
1444,2018,Dicranum brevifolium,Species,Cushion Moss,Dicranum brevifolium,51.400162,-116.07901
1444,2018,Distichium capillaceum,Species,VNA,Distichium capillaceum,51.400162,-116.07901
1444,2018,Ditrichum flexicaule,Species,Slender-stemmed Hair Moss,Ditrichum flexicaule,51.400162,-116.07901
1444,2018,Platydictya jungermannioides,Species,Spruce's Leskea,Platydictya jungermannioides,51.400162,-116.07901
1444,2018,Ditrichum flexicaule,Species,Slender-stemmed Hair Moss,Ditrichum flexicaule,51.400162,-116.07901
1444,2018,Encalypta rhaptocarpa,Species,Striate-fruited Extinguisher Moss,Encalypta rhaptocarpa,51.400162,-116.07901
1444,2018,Hypnum revolutum,Species,VNA,Hypnum revolutum,51.400162,-116.07901
1444,2018,Ditrichum flexicaule,Species,Slender-stemmed Hair Moss,Ditrichum flexicaule,51.400162,-116.07901
1444,2018,Ditrichum flexicaule,Species,Slender-stemmed Hair Moss,Ditrichum flexicaule,51.400162,-116.07901
1444,2018,Ditrichum flexicaule,Species,Slender-stemmed Hair Moss,Ditrichum flexicaule,51.400162,-116.07901
1444,2018,Syntrichia norvegica,Species,VNA,Syntrichia norvegica,51.400162,-116.07901
1444,2018,Hypnum revolutum,Species,VNA,Hypnum revolutum,51.400162,-116.07901
1444,2018,Leskeella nervosa,Species,VNA,Leskeella nervosa,51.400162,-116.07901
1444,2018,Ditrichum flexicaule,Species,Slender-stemmed Hair Moss,Ditrichum flexicaule,51.400162,-116.07901
1444,2018,Pseudoleskeella tectorum,Species,VNA,Pseudoleskeella tectorum,51.400162,-116.07901
1444,2018,Syntrichia ruralis,Species,Hairy Screw Moss,Syntrichia ruralis,51.400162,-116.07901
1444,2018,Pseudoleskeella tectorum,Species,VNA,Pseudoleskeella tectorum,51.400162,-116.07901
1444,2018,Mnium thomsonii,Species,VNA,Mnium thomsonii,51.400162,-116.07901
1444,2018,Eurhynchiastrum pulchellum,Species,Cord Moss,Eurhynchiastrum pulchellum,51.400162,-116.07901
1444,2018,Ditrichum flexicaule,Species,Slender-stemmed Hair Moss,Ditrichum flexicaule,51.400162,-116.07901
1444,2018,Pseudoleskeella tectorum,Species,VNA,Pseudoleskeella tectorum,51.400162,-116.07901
1444,2018,Ditrichum flexicaule,Species,Slender-stemmed Hair Moss,Ditrichum flexicaule,51.400162,-116.07901
1444,2018,Syntrichia ruralis,Species,Hairy Screw Moss,Syntrichia ruralis,51.400162,-116.07901
1444,2018,Syntrichia ruralis,Species,Hairy Screw Moss,Syntrichia ruralis,51.400162,-116.07901
1444,2018,Distichium capillaceum,Species,VNA,Distichium capillaceum,51.400162,-116.07901
1444,2018,Pseudoleskeella tectorum,Species,VNA,Pseudoleskeella tectorum,51.400162,-116.07901
1444,2018,Leskeella nervosa,Species,VNA,Leskeella nervosa,51.400162,-116.07901
1444,2018,Pseudoleskeella tectorum,Species,VNA,Pseudoleskeella tectorum,51.400162,-116.07901
1444,2018,Distichium capillaceum,Species,VNA,Distichium capillaceum,51.400162,-116.07901
1444,2018,Hypnum revolutum,Species,VNA,Hypnum revolutum,51.400162,-116.07901
1444,2018,Syntrichia ruralis,Species,Hairy Screw Moss,Syntrichia ruralis,51.400162,-116.07901
1444,2018,Ditrichum flexicaule,Species,Slender-stemmed Hair Moss,Ditrichum flexicaule,51.400162,-116.07901
1444,2018,Bryoerythrophyllum recurvirostrum,Species,Red Beard Moss,Bryoerythrophyllum recurvirostrum,51.400162,-116.07901
1444,2018,Ditrichum flexicaule,Species,Slender-stemmed Hair Moss,Ditrichum flexicaule,51.400162,-116.07901
1444,2018,Hypnum revolutum,Species,VNA,Hypnum revolutum,51.400162,-116.07901
1444,2018,Syntrichia ruralis,Species,Hairy Screw Moss,Syntrichia ruralis,51.400162,-116.07901
1444,2018,Syntrichia ruralis,Species,Hairy Screw Moss,Syntrichia ruralis,51.400162,-116.07901
1444,2018,Ditrichum flexicaule,Species,Slender-stemmed Hair Moss,Ditrichum flexicaule,51.400162,-116.07901
1444,2018,Syntrichia ruralis,Species,Hairy Screw Moss,Syntrichia ruralis,51.400162,-116.07901
1444,2018,Encalypta vulgaris,Species,Common Extinguisher Moss,Encalypta vulgaris,51.400162,-116.07901
1444,2018,Encalypta rhaptocarpa,Species,Striate-fruited Extinguisher Moss,Encalypta rhaptocarpa,51.400162,-116.07901
1444,2018,Hypnum revolutum,Species,VNA,Hypnum revolutum,51.400162,-116.07901
1444,2018,Ditrichum flexicaule,Species,Slender-stemmed Hair Moss,Ditrichum flexicaule,51.400162,-116.07901
1444,2018,Sanionia uncinata,Species,Sickle-leaved Hook-moss,Sanionia uncinata,51.400162,-116.07901
1444,2018,Hypnum revolutum,Species,VNA,Hypnum revolutum,51.400162,-116.07901
1444,2018,Distichium capillaceum,Species,VNA,Distichium capillaceum,51.400162,-116.07901
1444,2018,Ditrichum flexicaule,Species,Slender-stemmed Hair Moss,Ditrichum flexicaule,51.400162,-116.07901
1444,2018,Sanionia uncinata,Species,Sickle-leaved Hook-moss,Sanionia uncinata,51.400162,-116.07901
1444,2018,Hypnum revolutum,Species,VNA,Hypnum revolutum,51.400162,-116.07901
1444,2018,Syntrichia norvegica,Species,VNA,Syntrichia norvegica,51.400162,-116.07901
1444,2018,Leskeella nervosa,Species,VNA,Leskeella nervosa,51.400162,-116.07901
1444,2018,Pseudoleskeella tectorum,Species,VNA,Pseudoleskeella tectorum,51.400162,-116.07901
1444,2018,Hypnum revolutum,Species,VNA,Hypnum revolutum,51.400162,-116.07901
1444,2018,Bryoerythrophyllum recurvirostrum,Species,Red Beard Moss,Bryoerythrophyllum recurvirostrum,51.400162,-116.07901
1444,2018,Ditrichum flexicaule,Species,Slender-stemmed Hair Moss,Ditrichum flexicaule,51.400162,-116.07901
1444,2018,Hypnum revolutum,Species,VNA,Hypnum revolutum,51.400162,-116.07901
1444,2018,Syntrichia ruralis,Species,Hairy Screw Moss,Syntrichia ruralis,51.400162,-116.07901
1444,2018,Bryoerythrophyllum recurvirostrum,Species,Red Beard Moss,Bryoerythrophyllum recurvirostrum,51.400162,-116.07901
1444,2018,Hypnum revolutum,Species,VNA,Hypnum revolutum,51.400162,-116.07901
1444,2018,Ditrichum flexicaule,Species,Slender-stemmed Hair Moss,Ditrichum flexicaule,51.400162,-116.07901
1444,2018,Ditrichum flexicaule,Species,Slender-stemmed Hair Moss,Ditrichum flexicaule,51.400162,-116.07901
1444,2018,Distichium capillaceum,Species,VNA,Distichium capillaceum,51.400162,-116.07901
1444,2018,Ditrichum flexicaule,Species,Slender-stemmed Hair Moss,Ditrichum flexicaule,51.400162,-116.07901
1444,2018,Distichium capillaceum,Species,VNA,Distichium capillaceum,51.400162,-116.07901
1444,2018,Leskeella nervosa,Species,VNA,Leskeella nervosa,51.400162,-116.07901
1444,2018,Ditrichum flexicaule,Species,Slender-stemmed Hair Moss,Ditrichum flexicaule,51.400162,-116.07901
1444,2018,Syntrichia ruralis,Species,Hairy Screw Moss,Syntrichia ruralis,51.400162,-116.07901
1444,2018,Encalypta procera,Species,Blunt Extinguisher Moss,Encalypta procera,51.400162,-116.07901
1444,2018,Pohlia cruda,Species,Copper Wire Moss,Pohlia cruda,51.400162,-116.07901
1444,2018,Distichium capillaceum,Species,VNA,Distichium capillaceum,51.400162,-116.07901
1444,2018,Hypnum revolutum,Species,VNA,Hypnum revolutum,51.400162,-116.07901
1444,2018,Hypnum revolutum,Species,VNA,Hypnum revolutum,51.400162,-116.07901
1444,2018,Eurhynchiastrum pulchellum,Species,Cord Moss,Eurhynchiastrum pulchellum,51.400162,-116.07901
1444,2018,Ditrichum flexicaule,Species,Slender-stemmed Hair Moss,Ditrichum flexicaule,51.400162,-116.07901
1444,2018,Encalypta vulgaris,Species,Common Extinguisher Moss,Encalypta vulgaris,51.400162,-116.07901
1444,2018,Hypnum revolutum,Species,VNA,Hypnum revolutum,51.400162,-116.07901
1444,2018,Ditrichum flexicaule,Species,Slender-stemmed Hair Moss,Ditrichum flexicaule,51.400162,-116.07901
1444,2018,Syntrichia ruralis,Species,Hairy Screw Moss,Syntrichia ruralis,51.400162,-116.07901
1444,2018,Pohlia cruda,Species,Copper Wire Moss,Pohlia cruda,51.400162,-116.07901
1444,2018,Bryoerythrophyllum recurvirostrum,Species,Red Beard Moss,Bryoerythrophyllum recurvirostrum,51.400162,-116.07901
1444,2018,Eurhynchiastrum pulchellum,Species,Cord Moss,Eurhynchiastrum pulchellum,51.400162,-116.07901
1444,2018,Hypnum revolutum,Species,VNA,Hypnum revolutum,51.400162,-116.07901
1444,2018,Eurhynchiastrum pulchellum,Species,Cord Moss,Eurhynchiastrum pulchellum,51.400162,-116.07901
1444,2018,Ditrichum flexicaule,Species,Slender-stemmed Hair Moss,Ditrichum flexicaule,51.400162,-116.07901
1444,2018,Mnium arizonicum,Species,VNA,Mnium arizonicum,51.400162,-116.07901
1444,2018,Mnium spinulosum,Species,Red-mouthed Leafy Moss,Mnium spinulosum,51.400162,-116.07901
1444,2018,Ditrichum flexicaule,Species,Slender-stemmed Hair Moss,Ditrichum flexicaule,51.400162,-116.07901
1444,2018,Hypnum revolutum,Species,VNA,Hypnum revolutum,51.400162,-116.07901
1444,2018,Ditrichum flexicaule,Species,Slender-stemmed Hair Moss,Ditrichum flexicaule,51.400162,-116.07901
1444,2018,Distichium capillaceum,Species,VNA,Distichium capillaceum,51.400162,-116.07901
1444,2018,Mnium thomsonii,Species,VNA,Mnium thomsonii,51.400162,-116.07901
1444,2018,Sanionia uncinata,Species,Sickle-leaved Hook-moss,Sanionia uncinata,51.400162,-116.07901
1444,2018,Eurhynchiastrum pulchellum,Species,Cord Moss,Eurhynchiastrum pulchellum,51.400162,-116.07901
1444,2018,Ditrichum flexicaule,Species,Slender-stemmed Hair Moss,Ditrichum flexicaule,51.400162,-116.07901
1444,2018,Eurhynchiastrum pulchellum,Species,Cord Moss,Eurhynchiastrum pulchellum,51.400162,-116.07901
1444,2018,Lophozia longidens,Species,Horned Flapwort,Lophozia longidens,51.400162,-116.07901
1444,2018,Hypnum revolutum,Species,VNA,Hypnum revolutum,51.400162,-116.07901
1444,2018,Eurhynchiastrum pulchellum,Species,Cord Moss,Eurhynchiastrum pulchellum,51.400162,-116.07901
1444,2018,Palustriella falcata,Species,VNA,Palustriella falcata,51.400162,-116.07901
1444,2018,Encalypta vulgaris,Species,Common Extinguisher Moss,Encalypta vulgaris,51.400162,-116.07901
1444,2018,Pleurozium schreberi,Species,Red-stemmed Feather-moss,Pleurozium schreberi,51.400162,-116.07901
1444,2018,Cratoneuron filicinum,Species,VNA,Cratoneuron filicinum,51.400162,-116.07901
1444,2018,Campylium stellatum,Species,Hispid Campylium Moss,Campylium stellatum,51.400162,-116.07901
